window_size,cut_index,qasm_line,identity_overlap,runtime_seconds
11,90,94,0.039198301071692906,0.044828000012785196
11,91,95,0.039198301071692865,0.04037233302369714
11,92,96,0.0449192226213511,0.03900533262640238
11,93,97,0.060231874329328146,0.04170324979349971
11,94,98,0.001465747108449603,0.03990525007247925
11,95,99,0.024119398675031104,0.0389703749679029
11,96,100,0.05847974031608836,0.04074824973940849
11,97,101,0.08268309373985613,0.03990829084068537
11,98,102,0.056998617055569065,0.04185799974948168
11,99,103,0.0024777506870361176,0.039230875205248594
11,100,104,0.015818247729862275,0.04008308332413435
11,101,105,0.014328158549191158,0.041722791735082865
11,102,106,0.003161181166342364,0.0401309160515666
11,103,107,0.004918742883608417,0.040048166178166866
11,104,108,0.00292062377419307,0.03985566599294543
11,105,109,0.0025819259092251983,0.040064333006739616
11,106,110,0.003847565533196205,0.04067404102534056
11,107,111,0.002982812992436324,0.0403605829924345
11,108,112,0.0009762490716135981,0.04037049971520901
11,109,113,5.468640272799408e-09,0.04056158289313316
11,110,114,0.00046302329376996714,0.03851174982264638
11,111,115,0.0005990397430168404,0.0411762916482985
11,112,116,0.0014256712214714786,0.0380166657269001
11,113,117,0.0004202119325537249,0.03863212512806058
11,114,118,9.603562624713151e-09,0.04141091601923108
11,115,119,7.043464241553976e-09,0.0398051249794662
11,116,120,9.960962656747416e-09,0.04055937519297004
11,117,121,0.00023025779776832377,0.040579999797046185
11,118,122,4.9235309090759073e-11,0.041037084069103
11,119,123,1.0745562192929266e-09,0.03909729095175862
11,120,124,1.540779903434278e-05,0.03828925034031272
11,121,125,1.4245431083701264e-05,0.03824262507259846
11,122,126,8.378003527295773e-11,0.03833833336830139
11,123,127,5.0464294202156726e-05,0.039884834084659815
11,124,128,0.00010092858824485523,0.03815470775589347
11,125,129,9.357540681161046e-05,0.037900208961218596
11,126,130,0.00028897503239071047,0.038857041858136654
11,127,131,0.00036552027216335396,0.03787837503477931
11,128,132,2.0348746312412223e-09,0.03927129181101918
11,129,133,0.00938016189493105,0.03807358304038644
11,130,134,0.0001783992026546446,0.039134166203439236
11,131,135,0.00016007791789734174,0.039280416909605265
11,132,136,0.00029513953971084376,0.04058629181236029
11,133,137,1.140137833670318e-08,0.03956850012764335
11,134,138,9.742766586859061e-05,0.03957445826381445
11,135,139,0.00012816179184801466,0.037871083710342646
11,136,140,0.0004516891393379969,0.03727287473157048
11,137,141,0.000570890895275821,0.03794395877048373
11,138,142,0.00044737195269031873,0.03832945832982659
11,139,143,0.0369923064788201,0.038910791743546724
11,140,144,0.025793210852910274,0.03793633310124278
11,141,145,0.028988089364241253,0.03818770917132497
11,142,146,0.05029186774609115,0.03799020778387785
11,143,147,0.03137868580672336,0.03807108383625746
11,144,148,0.021279263242901855,0.03962545795366168
11,145,149,0.016775003495272802,0.040641583036631346
11,146,150,0.02372406904823135,0.03842329094186425
11,147,151,0.005373857312587743,0.03967016702517867
11,148,152,0.008057407801779104,0.040319624822586775
11,149,153,0.005954072530795083,0.039443207904696465
11,150,154,0.02104839976933259,0.03781983256340027
11,151,155,0.02004228256695114,0.041157834231853485
11,152,156,0.019154737597155906,0.04134083306416869
11,153,157,0.024434812623558295,0.0389870828948915
11,154,158,0.02617910869985009,0.04163220804184675
11,155,159,0.00925471490815385,0.04085279209539294
11,156,160,0.010552186368522445,0.03892466612160206
11,157,161,0.052847141564660007,0.037722709123045206
11,158,162,0.05222150092737679,0.037597875110805035
11,159,163,0.05237233171364457,0.042043708730489016
11,160,164,0.04869323805951557,0.04022520920261741
11,161,165,0.009954268271832187,0.03754266584292054
11,162,166,0.040368685638826174,0.0382746672257781
11,163,167,0.05126245456338929,0.04022241570055485
11,164,168,0.032313800736076696,0.040440000128000975
11,165,169,0.11608497866841902,0.038326459005475044
11,166,170,3.570229901730676e-18,0.038578125182539225
11,167,171,5.986145515848412e-18,0.04122066730633378
11,168,172,0.1409934326542218,0.03991408413276076
11,169,173,0.14753035794585587,0.039921542163938284
11,170,174,0.09556996000241935,0.03867583302780986
11,171,175,0.25278760240717923,0.039518625009804964
11,172,176,0.07497917612540995,0.03834429243579507
11,173,177,0.19244231031685588,0.039905792102217674
11,174,178,0.1635628239587077,0.038333334028720856
11,175,179,0.08270123424448508,0.03880241699516773
11,176,180,0.034258341124095384,0.04015895817428827
11,177,181,0.018241489805295386,0.040392374619841576
11,178,182,0.024766847682457106,0.04136879090219736
11,179,183,0.0169755915200932,0.04048929177224636
11,180,184,0.01704919141526918,0.11493287514895201
11,181,185,0.012056480680482446,0.04185770871117711
11,182,186,7.595242487716566e-10,0.0415221662260592
11,183,187,0.022283844501314803,0.0407001250423491
11,184,188,0.028960823750602244,0.03867758298292756
11,185,189,0.02187704079072139,0.039381000213325024
11,186,190,0.007734732080676773,0.04363045888021588
11,187,191,0.028067642459628613,0.04340249998494983
11,188,192,0.03510009117305199,0.041647416073828936
11,189,193,0.05007822190962837,0.039814000017941
11,190,194,0.02019003502418573,0.0389807908795774
11,191,195,0.007547763587574735,0.04100054129958153
11,192,196,1.6007016574223712e-19,0.040232416708022356
11,193,197,0.0,0.04124308377504349
11,194,198,3.596097563030572e-19,0.03915516706183553
11,195,199,6.809528616614949e-19,0.03989400016143918
11,196,200,0.021794288963165473,0.03957808297127485
11,197,201,0.03666629586141399,0.04007608396932483
11,198,202,0.04038836529695546,0.03927437495440245
11,199,203,0.027121516887796845,0.04257479216903448
11,200,204,0.022141503892511776,0.04116224963217974
11,201,205,0.022141820681661744,0.042863292153924704
11,202,206,1.2301163738931018e-09,0.041388959158211946
11,203,207,0.015003126172099734,0.040899332612752914
11,204,208,0.023578834662822807,0.04071870818734169
11,205,209,0.013607669560254911,0.03910237457603216
11,206,210,0.02560482880738628,0.041344041004776955
11,207,211,0.08719303455750964,0.04108845768496394
11,208,212,4.305919418126167e-06,0.042947917245328426
11,209,213,0.008939651092380005,0.038708833046257496
11,210,214,0.079240980816168,0.04244162514805794
11,211,215,0.08032764747581807,0.04168804083019495
11,212,216,0.09937769683946271,0.03893883293494582
11,213,217,0.06020285433988673,0.03887174976989627
11,214,218,0.053384246334476866,0.03906245809048414
11,215,219,0.05370230793394572,0.038187332917004824
11,216,220,0.05475216823984862,0.04207333270460367
11,217,221,0.03109853401299976,0.03917549969628453
11,218,222,0.010273374681606046,0.0403120000846684
11,219,223,0.014922178786207696,0.037966958712786436
11,220,224,0.02977127222281538,0.0410688747651875
11,221,225,0.029777493421121997,0.04167479230090976
11,222,226,0.025547372502334395,0.04056254215538502
11,223,227,0.011309187009932158,0.038690249901264906
11,224,228,0.020814934935336045,0.03828012477606535
11,225,229,0.022512750204154088,0.038296000100672245
11,226,230,0.02837857690655456,0.038708457723259926
11,227,231,0.0089079957768891,0.03778312494978309
11,228,232,0.0015323151160657232,0.03872137516736984
11,229,233,0.02418514659224463,0.03899433324113488
11,230,234,0.02532308431864481,0.03769304184243083
11,231,235,0.040106878062569996,0.03914445824921131
11,232,236,0.012682909578169492,0.039278458803892136
11,233,237,1.011704316591572e-10,0.03844320774078369
11,234,238,0.0040253950089184755,0.0378098338842392
11,235,239,0.00025178021668394586,0.038126582745462656
11,236,240,0.0001780352342056808,0.039682833943516016
11,237,241,0.007971736068651777,0.039878707844763994
11,238,242,0.00896462115864444,0.037987041752785444
11,239,243,0.006864208762207527,0.03862750018015504
11,240,244,2.5108135905294283e-09,0.037788957823067904
11,241,245,1.1854592543718005e-14,0.03860129229724407
11,242,246,0.00019854210112547546,0.037825874984264374
11,243,247,0.00028078059971504076,0.0378204588778317
11,244,248,7.4575057128029785e-06,0.037689208053052425
11,245,249,5.802862030256781e-09,0.0374670410528779
11,246,250,0.010343680340218353,0.039207959081977606
11,247,251,0.0005842554036024446,0.03887579217553139
11,248,252,0.0011046125976914669,0.03780245827510953
11,249,253,0.0008033333766924288,0.038457666989415884
11,250,254,0.01025064325403166,0.038712583016604185
11,251,255,9.497610978254633e-09,0.037641874980181456
11,252,256,0.0010019077105963398,0.03806974971666932
11,253,257,0.00041480474602468296,0.038872750010341406
11,254,258,0.00047664115607525535,0.03871108312159777
11,255,259,0.0006579874763362429,0.03808404179289937
11,256,260,0.0003531761468993539,0.04080149997025728
11,257,261,0.015873150818192242,0.03904441697522998
11,258,262,0.009045263093439443,0.03788770828396082
11,259,263,0.00714849334107759,0.03760458342730999
11,260,264,0.009850182962857517,0.039108790922909975
11,261,265,0.004681355201469419,0.03868816699832678
11,262,266,0.00929706419157248,0.037946333177387714
11,263,267,0.01396576980537141,0.03836941625922918
11,264,268,0.013504746422477508,0.03739825030788779
11,265,269,0.010394798198510006,0.03720345813781023
11,266,270,0.00027186733030159734,0.038193708285689354
11,267,271,0.00039197932306809434,0.03712437488138676
11,268,272,0.028220312450287312,0.03757862513884902
11,269,273,0.014947657344584465,0.03712766710668802
11,270,274,0.012511412734615484,0.03725366620346904
11,271,275,0.025268304899118278,0.037685458082705736
11,272,276,0.0157034000041024,0.036834375001490116
11,273,277,0.0020664621074039866,0.03869866672903299
11,274,278,0.011474042865411491,0.038273457903414965
11,275,279,0.032333347874385465,0.03716616565361619
11,276,280,0.02420041046362465,0.03670950001105666
11,277,281,0.008990033162875858,0.03824637504294515
11,278,282,0.007342993112276837,0.0380426668561995
11,279,283,0.007385816511888503,0.037482707761228085
11,280,284,0.004267000915541916,0.03852574992924929
11,281,285,0.002318028282103682,0.03809799998998642
11,282,286,0.004136411087775043,0.03786633303388953
11,283,287,0.005372270988746575,0.03754366561770439
11,284,288,2.4305045495368066e-19,0.039265125058591366
11,285,289,1.0221098890869034e-19,0.03861641697585583
11,286,290,3.224215779392489e-19,0.038387666922062635
11,287,291,1.4243292156676721e-18,0.038281166926026344
11,288,292,0.009635072230885102,0.0389526248909533
11,289,293,0.0,0.039084790740162134
11,290,294,6.262376761571108e-19,0.03911879099905491
11,291,295,0.007850787961130987,0.03800383396446705
11,292,296,0.01500277563127749,0.03920037532225251
11,293,297,0.031160417909224466,0.03862004214897752
11,294,298,0.01759070616226895,0.040053959004580975
11,295,299,0.015733607035557075,0.03869495773687959
11,296,300,1.6163515192773813e-09,0.04032095801085234
11,297,301,0.01562501297659076,0.03947849990800023
11,298,302,0.015623607879685695,0.03873641695827246
11,299,303,0.035264913218453986,0.03905745781958103
11,300,304,0.038074438087117496,0.038955832831561565
11,301,305,0.037366529703872546,0.039669041987508535
11,302,306,0.026421802775204995,0.038904916029423475
11,303,307,0.0005421355577640652,0.038832416757941246
11,304,308,0.018859579649293887,0.03840154083445668
11,305,309,0.02040961325859978,0.03927029203623533
11,306,310,0.020605196961937654,0.03822675021365285
11,307,311,0.02860061500628865,0.1234209593385458
11,308,312,0.0005817868252006779,0.039110499899834394
11,309,313,0.04098420726797276,0.03846933273598552
11,310,314,0.011961408394689827,0.040521124843508005
11,311,315,0.028756597420620155,0.03894245810806751
11,312,316,0.04419042653174282,0.038584332913160324
11,313,317,0.0289503027087856,0.04118474991992116
11,314,318,0.008649136882333918,0.03887012507766485
11,315,319,0.02041540241330369,0.03937070770189166
11,316,320,0.01345137096594635,0.03886975022032857
11,317,321,0.036752885185682836,0.039209290873259306
11,318,322,0.023371491319374237,0.039255749899894
11,319,323,0.06435343607687163,0.038166583981364965
11,320,324,0.03608460696320934,0.0394550827331841
11,321,325,0.0375079423768301,0.038841166999191046
11,322,326,0.04750643913998793,0.038081541657447815
11,323,327,0.016799964726305242,0.0391031252220273
11,324,328,0.014266189065818429,0.038077374920248985
11,325,329,0.007031350186328489,0.03946274984627962
11,326,330,0.011310796189744335,0.03981508268043399
11,327,331,0.017296205173453573,0.039856750052422285
11,328,332,0.02262154242495347,0.03922620788216591
11,329,333,6.133173666733488e-19,0.04001666558906436
11,330,334,2.2115652312627626e-18,0.04231620905920863
11,331,335,4.562687244574925e-18,0.041164916940033436
11,332,336,8.296883897589961e-18,0.041989542078226805
11,333,337,5.671527075359729e-18,0.04258687514811754
11,334,338,0.0080825104694157,0.04153095930814743
11,335,339,0.007467280496061808,0.039060791954398155
11,336,340,0.0037353031453545636,0.04088550014421344
11,337,341,0.0037353031453545684,0.04291237471625209
11,338,342,5.296537902617116e-11,0.03998437523841858
11,339,343,0.0029897139898284607,0.041329792235046625
11,340,344,1.8306721627400694e-19,0.041914124973118305
11,341,345,2.7137379943095543e-19,0.041824167128652334
11,342,346,1.5686149106926018e-34,0.04137141676619649
11,343,347,4.705404875582045e-18,0.04213345795869827
11,344,348,3.670595328892027e-18,0.042475707828998566
11,345,349,1.634949201051214e-33,0.04320833319798112
11,346,350,1.603411249568583e-34,0.042489709332585335
11,347,351,1.1831189778324172e-18,0.04111925000324845
11,348,352,2.176478999538316e-19,0.04008962493389845
11,349,353,1.4050402268918105e-34,0.04014612501487136
11,350,354,1.420424337570495e-34,0.03997929114848375
11,351,355,1.1971013089973612e-19,0.041153499856591225
11,352,356,1.1971013089973586e-19,0.03979962505400181
