window_size,cut_index,qasm_line,identity_overlap,runtime_seconds
60,216,220,1.2189937225526352e-22,0.06313200015574694
60,217,221,2.039950354674719e-06,0.06458816584199667
60,218,222,1.3265226094722836e-06,0.06382083287462592
60,219,223,1.500144355151973e-06,0.06438745837658644
60,220,224,8.882769295342997e-06,0.063767250161618
60,221,225,1.2595092755194408e-05,0.0652090827934444
60,222,226,2.212919311279365e-06,0.06189191713929176
60,223,227,1.5041163606627103e-06,0.06594504090026021
60,224,228,5.464287057826108e-07,0.07178108440712094
60,225,229,2.3481218430571426e-07,0.06597258290275931
60,226,230,8.410314141968388e-06,0.10494737513363361
60,227,231,7.608921327684799e-07,0.08147233398631215
60,228,232,3.7975999542326537e-07,0.11082712514325976
60,229,233,2.2599673516401938e-07,0.09317624988034368
60,230,234,1.1585742540388086e-07,0.09935979079455137
60,231,235,4.099885032347331e-07,0.08253004215657711
60,232,236,6.849408803449209e-13,0.09066229173913598
60,233,237,7.581050983223603e-08,0.082375249825418
60,234,238,2.491746650741159e-07,0.06614283286035061
60,235,239,2.2119250804616887e-06,0.06589716579765081
60,236,240,9.462968745749585e-06,0.06748441699892282
60,237,241,9.727291384081152e-06,0.06645841663703322
60,238,242,2.0081177049883682e-05,0.06543100019916892
60,239,243,1.3386535786697715e-05,0.06486033275723457
60,240,244,1.2216602443557058e-05,0.06530683301389217
60,241,245,6.405094373737518e-22,0.06659825006499887
60,242,246,0.0,0.06647166702896357
60,243,247,1.308099590330416e-21,0.06577462516725063
60,244,248,3.256483105655756e-22,0.06816833419725299
60,245,249,1.8445432331628102e-05,0.06704987492412329
60,246,250,8.188220335405945e-06,0.06622287491336465
60,247,251,9.964267562622631e-06,0.06786012509837747
60,248,252,3.104454103172305e-05,0.06801149994134903
60,249,253,9.16019309786422e-06,0.06671395758166909
60,250,254,2.3847585953919758e-06,0.06705341627821326
60,251,255,1.178217046086664e-10,0.06640329118818045
60,252,256,2.9559389269942343e-05,0.13784708315506577
60,253,257,2.9450941770236565e-05,0.06909424997866154
60,254,258,5.559906892133627e-05,0.06729124998673797
60,255,259,4.388191985112106e-05,0.0677860421128571
60,256,260,2.2772637600411208e-05,0.06624166714027524
60,257,261,7.981274394396489e-05,0.06797866709530354
60,258,262,7.153227874805965e-05,0.06731095910072327
60,259,263,7.090096070654181e-05,0.0657336669974029
60,260,264,4.630000446458904e-05,0.06908633280545473
60,261,265,5.391235726839293e-05,0.06997545808553696
60,262,266,5.507907742008324e-05,0.07003370905295014
60,263,267,5.2268480581155154e-05,0.06932416604831815
60,264,268,1.1477528973191637e-05,0.07525883289054036
60,265,269,6.107606273623507e-06,0.07301775040104985
60,266,270,1.7849093293170825e-05,0.07231108378618956
60,267,271,1.8274637685203126e-05,0.08440312510356307
60,268,272,2.258698169919391e-05,0.08202650025486946
60,269,273,2.519706348229952e-06,0.08055916707962751
60,270,274,1.024453389651018e-05,0.08392637502402067
60,271,275,2.487251437905219e-07,0.08341262489557266
60,272,276,3.3449443437770917e-06,0.08268650015816092
60,273,277,1.172830185294757e-06,0.08649837505072355
60,274,278,2.676767319880333e-06,0.08504929207265377
60,275,279,2.8394824800016454e-06,0.07906529074534774
60,276,280,5.51028615272264e-06,0.08079604199156165
60,277,281,3.423611959285806e-06,0.0839896253310144
60,278,282,7.838985790100454e-06,0.08436229079961777
60,279,283,4.096821270465252e-06,0.08457349985837936
60,280,284,4.274952776036802e-06,0.08479500003159046
60,281,285,4.824831715622999e-06,0.07975541707128286
60,282,286,2.3249788584846552e-06,0.08544420823454857
60,283,287,1.919331815639047e-06,0.07807462522760034
60,284,288,4.528001615769979e-06,0.08077958272770047
60,285,289,7.3610021195300504e-06,0.08329154178500175
60,286,290,9.817548927096478e-06,0.087847167160362
60,287,291,7.372925497390155e-06,0.10284587508067489
60,288,292,7.392066249219572e-06,0.09446475002914667
60,289,293,2.022309129819978e-06,0.09693141700699925
60,290,294,2.7854007307556215e-06,0.09235679171979427
60,291,295,2.3293349914247848e-06,0.09162920759990811
60,292,296,1.7847469460361849e-07,0.08641679119318724
60,293,297,2.168441112013414e-06,0.0917514581233263
60,294,298,3.8261711749934545e-07,0.08929779240861535
60,295,299,2.999999190630492e-06,0.16745437495410442
60,296,300,2.398391383204245e-22,0.0907220421358943
60,297,301,9.889790206249307e-23,0.0997201669961214
60,298,302,7.0541285421037e-23,0.19152554217725992
60,299,303,1.3040072861644565e-22,0.23515033395960927
60,300,304,5.734210105871231e-23,0.16369020799174905
60,301,305,4.4646304086023886e-23,0.16795129189267755
60,302,306,2.4757772476515277e-23,0.16243650019168854
60,303,307,6.000757700996784e-23,0.16632866580039263
