window_size,cut_index,qasm_line,identity_overlap,runtime_seconds
5,49,53,0.0005959450958787832,0.03534183278679848
5,50,54,0.0009269990080287428,0.03747245762497187
5,51,55,0.00045611667496038306,0.03680300014093518
5,52,56,0.001928920475603215,0.03821316687390208
5,53,57,0.06748810142074482,0.03733445890247822
5,54,58,0.02335753571349124,0.03718320932239294
5,55,59,0.1497061172738048,0.03769824979826808
5,56,60,0.06201030127055922,0.03706666687503457
5,57,61,0.057742448255494426,0.03782245796173811
5,58,62,0.04936928754157971,0.03828512504696846
5,59,63,0.062499980050565625,0.039046707563102245
5,60,64,0.12499994370413721,0.03966079233214259
5,61,65,0.163320382193613,0.03761429199948907
5,62,66,1.4536428681963591e-07,0.03990375017747283
5,63,67,0.12499999999999951,0.040987958665937185
5,64,68,0.06764961815194796,0.04155691713094711
5,65,69,0.0676496181519482,0.03916566725820303
5,66,70,0.15088011547023553,0.039110916666686535
5,67,71,0.1632693872500716,0.04092795867472887
5,68,72,0.08838834771023292,0.03949170792475343
5,69,73,0.08979575095082759,0.03874683286994696
5,70,74,0.30361725041262627,0.041560458950698376
5,71,75,0.23080163903371265,0.04010475007817149
5,72,76,0.1806960244321286,0.038313624914735556
5,73,77,0.12499990938565246,0.036483749747276306
5,74,78,0.12509622310331367,0.03898579068481922
5,75,79,0.17267410148558707,0.038770416751503944
5,76,80,0.16331179465460494,0.03912979178130627
5,77,81,0.11547887880663675,0.03764979215338826
5,78,82,0.16329420778087686,0.03826683387160301
5,79,83,0.12641097542497268,0.03934408305212855
5,80,84,0.08698534328162678,0.037666166201233864
5,81,85,0.09562771664929719,0.037285832688212395
5,82,86,0.12494355232387924,0.03808683389797807
5,83,87,0.04924786798548549,0.03841283265501261
5,84,88,0.06249990658845549,0.038463959004729986
5,85,89,0.0882179110504786,0.039363750256597996
5,86,90,0.04417424457725683,0.03792708367109299
5,87,91,0.032172719825876515,0.0383303752169013
5,88,92,0.0053705784635666165,0.03752404171973467
5,89,93,0.06003334437288141,0.03701658407226205
5,90,94,0.08239910140463207,0.03814266715198755
5,91,95,0.10815383525790712,0.03884720802307129
5,92,96,0.05870286374048468,0.03900745790451765
5,93,97,0.1107782862580818,0.03845366695895791
5,94,98,0.11699414539394701,0.040563750080764294
5,95,99,0.10809970800738058,0.03994458308443427
5,96,100,0.10809971249748608,0.038443292025476694
5,97,101,0.11292560966697088,0.03845191700384021
5,98,102,0.042631521439923305,0.03718345798552036
5,99,103,0.08838833693401178,0.039289374835789204
5,100,104,0.115484942180099,0.03995537478476763
5,101,105,0.06764951309582488,0.03909708373248577
5,102,106,0.06764951309170093,0.037409583106637
5,103,107,0.2309698840538865,0.038935167249292135
5,104,108,0.15652519572593476,0.03927800012752414
5,105,109,0.12018160410959028,0.0377881252206862
5,106,110,0.14370203943678914,0.036301459185779095
5,107,111,0.008368175710335251,0.03641083277761936
5,108,112,0.0074636551811371205,0.03807191736996174
5,109,113,0.010142217802768147,0.03786995820701122
5,110,114,0.010142213935028337,0.03698762506246567
5,111,115,0.009344429795173134,0.037890125066041946
5,112,116,0.009009184196625433,0.03651454206556082
5,113,117,0.0048954013571281835,0.03926904080435634
5,114,118,0.0046014190148445325,0.0397191671654582
5,115,119,0.016936315715976275,0.03892908291891217
5,116,120,0.016936315089201005,0.037723416928201914
5,117,121,0.030470526604997918,0.03738045785576105
5,118,122,7.190490837920677e-07,0.03725862503051758
5,119,123,0.10403369327076667,0.03777483291924
5,120,124,0.04309227269411783,0.037643708288669586
5,121,125,0.20806661028906698,0.03893433278426528
5,122,126,0.05630258657013806,0.038445415906608105
5,123,127,4.623392404830401e-08,0.037593791261315346
5,124,128,0.03573358768168297,0.03846199996769428
5,125,129,1.6499179549448026e-07,0.03838858287781477
5,126,130,0.0010980614577543652,0.037546082865446806
5,127,131,0.0008410831581100449,0.03883204096928239
5,128,132,1.98439555094979e-09,0.03804033296182752
5,129,133,0.0684802246767925,0.09744029166176915
5,130,134,0.0021877138187353013,0.03778758319094777
5,131,135,0.0033615436428946913,0.038290207739919424
5,132,136,0.0016233065816230368,0.037515458185225725
5,133,137,0.0011781345401889458,0.038377124816179276
5,134,138,0.06536673650620027,0.038327790796756744
5,135,139,0.1683268498741229,0.03668845817446709
5,136,140,0.15621955257276732,0.03654354205355048
5,137,141,0.22092334096848007,0.037766917143017054
5,138,142,0.1195599100809128,0.03716037515550852
5,139,143,0.021129153897045446,0.03768995823338628
5,140,144,0.21926941080537482,0.03884112508967519
5,141,145,0.2394412282070576,0.03860820923000574
5,142,146,0.33565690556084127,0.03787699993699789
5,143,147,0.3398658448317904,0.0376948332414031
5,144,148,0.031237099524943312,0.03814691677689552
5,145,149,0.09807118968527723,0.03907841723412275
5,146,150,0.0734877107772316,0.03903504181653261
5,147,151,0.11495706744456631,0.038234458304941654
5,148,152,0.1625737884713037,0.03945662500336766
5,149,153,0.11495702827124667,0.038722250144928694
5,150,154,0.08798428495521371,0.039923000149428844
5,151,155,3.684009411871954e-08,0.03779816720634699
5,152,156,0.17275501208809427,0.037318999879062176
5,153,157,0.12271719664383236,0.036796791944652796
5,154,158,0.12271719664383295,0.03744983393698931
5,155,159,0.09028949466431702,0.038401458878070116
5,156,160,0.11805313479778907,0.03829787531867623
5,157,161,0.08928273543556917,0.03778162505477667
5,158,162,0.04694299173133344,0.03606241708621383
5,159,163,0.0865813771379293,0.037909707985818386
5,160,164,6.934345420173749e-18,0.03643770795315504
5,161,165,4.0425745388309105e-18,0.03655158309265971
5,162,166,0.11745345576228527,0.037280917167663574
5,163,167,0.2024946027151826,0.03670412488281727
5,164,168,0.21038781383319033,0.036060167010873556
5,165,169,0.1850361086172204,0.036226042080670595
5,166,170,0.1787468219674119,0.037160583306103945
5,167,171,0.3420657391329419,0.03653449984267354
5,168,172,0.20878497496872175,0.03828229196369648
5,169,173,0.24693397304764922,0.037348959129303694
5,170,174,0.12952868961616493,0.03847154090180993
5,171,175,0.07071133064576497,0.03650487493723631
5,172,176,0.16218639909240556,0.03670033300295472
5,173,177,0.39268396333871475,0.0378412501886487
5,174,178,0.23098028965917103,0.0372901251539588
5,175,179,0.11715137801278035,0.039068959187716246
5,176,180,0.12500259054337903,0.03771362500265241
5,177,181,0.06764943708932185,0.038822750095278025
5,178,182,0.23096997607287986,0.039462500251829624
5,179,183,0.09567047352052092,0.03835225012153387
5,180,184,0.1250005007249409,0.039153208024799824
5,181,185,1.6456942742877658e-08,0.03854516660794616
5,182,186,1.6602552157980832e-08,0.038952958304435015
5,183,187,2.3479554099824986e-08,0.03750558290630579
5,184,188,0.12605623449552442,0.038162417244166136
5,185,189,0.06302811799052534,0.03711445815861225
5,186,190,2.0886702679863897e-18,0.038459334056824446
5,187,191,0.0,0.03716666577383876
5,188,192,2.9017826656022687e-18,0.038336209021508694
5,189,193,2.953826062795534e-18,0.03859545802697539
5,190,194,0.1766475796570224,0.037650084123015404
5,191,195,0.249967824940251,0.03741045808419585
5,192,196,0.06766408436475671,0.03800999978557229
5,193,197,0.08838834164784885,0.03795304195955396
5,194,198,0.08948170543756105,0.038358999881893396
5,195,199,0.08948170543641401,0.03875116677954793
5,196,200,3.478993531484337e-09,0.04472962487488985
5,197,201,0.03391228961541241,0.04526483314111829
5,198,202,0.028349833808594245,0.04633791698142886
5,199,203,0.04813712259449999,0.04484600014984608
5,200,204,0.06718457552294058,0.04284858424216509
5,201,205,0.1735379849499503,0.04259841609746218
5,202,206,0.22541602246091458,0.040350459050387144
5,203,207,0.1741686434078221,0.04110924992710352
5,204,208,0.11812785687312503,0.03869054187089205
5,205,209,0.21834589949414804,0.03886308427900076
5,206,210,0.13667262397359464,0.037319582886993885
5,207,211,0.13667322928690684,0.037647375371307135
5,208,212,0.2309442014277403,0.038259333930909634
5,209,213,0.3266065996254584,0.037017958238720894
5,210,214,0.3163447941671349,0.036642249673604965
5,211,215,0.4241099931366926,0.03737241681665182
5,212,216,0.1678093536367323,0.03754083393141627
5,213,217,0.23338368978292326,0.03743654116988182
5,214,218,0.3042666734815622,0.03792524989694357
5,215,219,0.23500259294465473,0.03768704226240516
5,216,220,0.19497831675360683,0.03776854230090976
5,217,221,0.0685962460724484,0.03746037511155009
5,218,222,0.09384229474532657,0.03859874978661537
5,219,223,0.15266304434052613,0.038151917047798634
5,220,224,0.11763306162648224,0.037534540984779596
5,221,225,0.1157288548425378,0.03781133284792304
5,222,226,0.1193829049313383,0.03849300043657422
5,223,227,0.17561169176123576,0.037860500160604715
5,224,228,0.09193720626532767,0.03908720798790455
5,225,229,0.0816601840641111,0.037599833216518164
5,226,230,0.16332036812822212,0.037362624891102314
5,227,231,0.11548507652477835,0.0390126658603549
5,228,232,0.17707586531940847,0.03818058408796787
5,229,233,0.09794865786864712,0.03753654193133116
5,230,234,0.06926016285390804,0.03758129104971886
5,231,235,0.06926015495639441,0.037391750141978264
5,232,236,0.014708256194481302,0.0380662907846272
5,233,237,0.14421743872546894,0.037168292328715324
5,234,238,0.012323595997295574,0.03650437481701374
5,235,239,0.0005899571671088282,0.03749733278527856
5,236,240,0.0030832651620798417,0.03679683431982994
5,237,241,0.02022153422176929,0.03761658305302262
5,238,242,0.033155451394796365,0.03782608266919851
5,239,243,0.04419417107163626,0.03808441665023565
5,240,244,0.03125004445953883,0.038812624756246805
5,241,245,0.04419421270387862,0.03734704107046127
5,242,246,0.062499962172544186,0.03799608442932367
5,243,247,0.0883725170552849,0.03745137481018901
5,244,248,0.018298581963830305,0.03940179105848074
5,245,249,0.036613082899567065,0.03926354181021452
5,246,250,0.13530439178787154,0.037509165704250336
5,247,251,0.04783723927646805,0.039311124943196774
5,248,252,0.047845778592522786,0.041877917014062405
5,249,253,0.09569158631488255,0.039128582924604416
5,250,254,0.003160213870862751,0.040299625135958195
5,251,255,0.11161634881508847,0.03749891696497798
5,252,256,0.16333198533683832,0.03928129095584154
5,253,257,0.00499082845958641,0.03883091593161225
5,254,258,0.004657665517847817,0.03883516602218151
5,255,259,0.0064974591193509785,0.1012906669639051
5,256,260,0.06271765807984782,0.03756533423438668
5,257,261,0.06090163808266428,0.0383435832336545
5,258,262,0.1726329817511365,0.03674320783466101
5,259,263,0.13021404504569112,0.03813366685062647
5,260,264,0.0042649972649360145,0.03842499991878867
5,261,265,0.0030730093919312472,0.03701654216274619
5,262,266,0.11693374518759553,0.03703491576015949
5,263,267,0.06616606982939037,0.037504666950553656
5,264,268,0.0654555872128927,0.03835549997165799
5,265,269,0.16187719859383226,0.037376957945525646
5,266,270,0.1772419967729376,0.037416249979287386
5,267,271,0.13071745422734427,0.03660845756530762
5,268,272,0.1844777870928306,0.03687029192224145
5,269,273,0.25127439352693837,0.03702745819464326
5,270,274,0.30800479525134944,0.036466500256210566
5,271,275,0.22557387636215587,0.03729233285412192
5,272,276,0.1717678423913984,0.038038874976336956
5,273,277,0.050648399444165645,0.038138207979500294
5,274,278,0.11149838196847046,0.03798066731542349
5,275,279,0.02835957974473476,0.036625165957957506
5,276,280,0.04424520161760828,0.036979582626372576
5,277,281,0.06253904830310218,0.036976167000830173
5,278,282,0.1285149590820124,0.04326150007545948
5,279,283,2.8262069618220967e-18,0.041083416901528835
5,280,284,2.335214714539077e-18,0.04280070774257183
5,281,285,7.067669156955975e-18,0.040104958694428205
5,282,286,0.03490709052633628,0.03780041728168726
5,283,287,0.0,0.04112487519159913
5,284,288,2.451393954026851e-18,0.03735300013795495
5,285,289,0.08006860282437717,0.038875834085047245
5,286,290,0.042136491809014895,0.03940004203468561
5,287,291,0.03772208691207948,0.03962166607379913
5,288,292,0.04083009265238655,0.040050667244940996
5,289,293,0.06987712429686825,0.03840037528425455
5,290,294,0.031250000000000014,0.03979008365422487
5,291,295,0.06250000000000001,0.04029658297076821
5,292,296,0.19764235376052416,0.03932129219174385
5,293,297,0.17677669529663667,0.03986029187217355
5,294,298,0.12499999999999974,0.04098570812493563
5,295,299,0.30177669529663786,0.04272649995982647
5,296,300,0.15088834764831827,0.039449624717235565
5,297,301,0.11548493311494444,0.03966225031763315
5,298,302,0.08166017900113293,0.03901612479239702
5,299,303,0.03124999771372607,0.03959674993529916
5,300,304,3.969020138961181e-06,0.03958295891061425
5,301,305,3.969020138958938e-06,0.03824250027537346
5,302,306,0.062499957240351775,0.039353625383228064
5,303,307,0.0625000427604407,0.03895687498152256
5,304,308,0.08838828219182848,0.03896266594529152
5,305,309,0.08921389676956379,0.03968620812520385
5,306,310,8.499084066467623e-08,0.03840154130011797
5,307,311,0.08838055638793306,0.03891562484204769
5,308,312,0.08921486785279763,0.03903924999758601
5,309,313,0.08921480831133839,0.038438832852989435
5,310,314,0.0021876999313640575,0.03800441697239876
5,311,315,0.002187699925560944,0.0385005003772676
5,312,316,0.06829657808224572,0.03832624992355704
5,313,317,0.2300526231706997,0.03868074994534254
5,314,318,0.06611222391699048,0.036318167112767696
5,315,319,1.3453374052996835e-08,0.03841279121115804
5,316,320,0.16332036857497495,0.038250249810516834
5,317,321,0.0676495099948062,0.038030541967600584
5,318,322,0.047835427261274634,0.036562958266586065
5,319,323,0.04419422037598249,0.03914779191836715
5,320,324,0.044194220527625366,0.03892920818179846
5,321,325,0.11548490924530061,0.03822529222816229
5,322,326,0.16466943323761804,0.03811137471348047
5,323,327,0.08125623392353296,0.03766091726720333
5,324,328,0.16896527817635346,0.038344250060617924
5,325,329,0.2532238322920926,0.03756891703233123
5,326,330,0.19126282128043046,0.03767308313399553
5,327,331,0.1507150446566184,0.0373513326048851
5,328,332,0.13529652707671602,0.037494166288524866
5,329,333,0.03200385548660292,0.03694300027564168
5,330,334,0.020082978464409835,0.03624620893970132
5,331,335,0.027607758813641328,0.03817383386194706
5,332,336,0.02760776054070107,0.04353879112750292
5,333,337,0.04419416901224295,0.03725033299997449
5,334,338,1.4391404270863538e-18,0.03776408266276121
5,335,339,7.387311695406805e-18,0.03823512513190508
5,336,340,2.7061126977435496e-18,0.03757345816120505
5,337,341,0.04419417418357114,0.04885029187425971
5,338,342,9.39189118141993e-10,0.04111754195764661
5,339,343,0.033824812329410654,0.04325029207393527
5,340,344,2.271397171739795e-17,0.04419608414173126
5,341,345,0.03382475625913713,0.04271574970334768
5,342,346,0.03382475625913722,0.04669937491416931
5,343,347,0.03382472728733348,0.04684850014746189
5,344,348,0.041702131703819326,0.04578658286482096
5,345,349,0.04783542904563612,0.042968874797225
5,346,350,0.04783542904563606,0.04887125035747886
5,347,351,0.08742403093587618,0.07572287507355213
5,348,352,4.0286775615518605e-17,0.05080091720446944
5,349,353,1.0971354589302179e-17,0.03917008312419057
5,350,354,0.07818009473996386,0.0398838329128921
5,351,355,3.1763250352994033e-33,0.03748666634783149
5,352,356,1.5041993723969298e-33,0.03810004238039255
5,353,357,1.1363394700563963e-33,0.037774291820824146
5,354,358,9.797333954494887e-19,0.03719058306887746
5,355,359,4.898666977247439e-19,0.03635141719132662
5,356,360,1.087941197720804e-34,0.03610733291134238
5,357,361,1.8247080258775877e-34,0.03598162531852722
5,358,362,1.935395128175338e-34,0.035206499975174665
